{'artist': 'Dick Dale', 'song': "It's Beginning to Look a Lot Like Christmas", 'genre': 'Holiday', 'alternative_artist': 'Dick Dale', 'add_to_final_records': True}
{'artist': 'Sara Evans', 'song': 'Winter Wonderland', 'genre': 'Holiday', 'alternative_artist': 'Sara Evans', 'add_to_final_records': True}
{'artist': 'Sara Evans', 'song': 'Have Yourself a Merry Little Christmas', 'genre': 'Holiday', 'alternative_artist': 'Sara Evans', 'add_to_final_records': True}
{'artist': 'Sara Evans', 'song': 'O Holy Night', 'genre': 'Holiday', 'alternative_artist': 'Sara Evans', 'add_to_final_records': True}
{'artist': 'Gloriana', 'song': 'Silent Night', 'genre': 'Holiday', 'alternative_artist': 'Gloriana', 'add_to_final_records': True}
{'artist': 'The Spill Canvas', 'song': 'It Came Upon a Midnight Clear', 'genre': 'Holiday', 'alternative_artist': 'The Spill Canvas', 'add_to_final_records': True}
{'artist': 'Kenny Rogers & Wynonna', 'song': 'Mary, Did You Know?', 'genre': 'Holiday', 'alternative_artist': 'Wynonna', 'add_to_final_records': True}
{'artist': 'Elvis Presley & Wynonna', 'song': 'Santa Claus Is Back In Town (Duet With Wynonna Judd)', 'genre': 'Holiday', 'alternative_artist': 'Wynonna', 'add_to_final_records': True}
{'artist': 'Wynonna', 'song': 'Ave Maria', 'genre': 'Holiday', 'alternative_artist': 'Wynonna', 'add_to_final_records': True}
{'artist': 'Wynonna', 'song': "It's the Messiah", 'genre': 'Holiday', 'alternative_artist': 'Wynonna', 'add_to_final_records': True}
{'artist': 'Wynonna', 'song': 'O Holy Night', 'genre': 'Holiday', 'alternative_artist': 'Wynonna', 'add_to_final_records': True}
{'artist': 'Wynonna', 'song': "I'll Be Home for Christmas", 'genre': 'Holiday', 'alternative_artist': 'Wynonna', 'add_to_final_records': True}
{'artist': 'Wynonna', 'song': 'Silent Night', 'genre': 'Holiday', 'alternative_artist': 'Wynonna', 'add_to_final_records': True}
{'artist': 'Wynonna', 'song': 'White Christmas', 'genre': 'Holiday', 'alternative_artist': 'Wynonna', 'add_to_final_records': True}
{'artist': 'Wynonna', 'song': 'Have Yourself a Merry Little Christmas', 'genre': 'Holiday', 'alternative_artist': 'Wynonna', 'add_to_final_records': True}
{'artist': 'Wynonna', 'song': 'Santa Claus Is Coming to Town', 'genre': 'Holiday', 'alternative_artist': 'Wynonna', 'add_to_final_records': True}
{'artist': 'Wynonna', 'song': 'The Christmas Song', 'genre': 'Holiday', 'alternative_artist': 'Wynonna', 'add_to_final_records': True}
{'artist': 'Wynonna', 'song': 'O Come, O Come, Emmanuel', 'genre': 'Holiday', 'alternative_artist': 'Wynonna', 'add_to_final_records': True}
{'artist': 'Wynonna', 'song': 'Winter Wonderland', 'genre': 'Holiday', 'alternative_artist': 'Wynonna', 'add_to_final_records': True}
{'artist': 'New Kids On the Block', 'song': 'Funky, Funky, Xmas', 'genre': 'Holiday', 'alternative_artist': 'New Kids on the Block', 'add_to_final_records': True}
{'artist': 'New Kids On the Block', 'song': "This One's for the Children", 'genre': 'Holiday', 'alternative_artist': 'New Kids on the Block', 'add_to_final_records': True}
{'artist': 'New Kids On the Block', 'song': 'Last Night I Saw Santa Claus', 'genre': 'Holiday', 'alternative_artist': 'New Kids on the Block', 'add_to_final_records': True}
{'artist': 'New Kids On the Block', 'song': 'Merry, Merry Christmas', 'genre': 'Holiday', 'alternative_artist': 'New Kids on the Block', 'add_to_final_records': True}
{'artist': 'New Kids On the Block', 'song': 'I Still Believe In Santa Claus', 'genre': 'Holiday', 'alternative_artist': 'New Kids on the Block', 'add_to_final_records': True}
{'artist': 'New Kids On the Block', 'song': 'The Christmas Song (Chestnuts Roasting On an Open Fire)', 'genre': 'Holiday', 'alternative_artist': 'New Kids on the Block', 'add_to_final_records': True}
{'artist': 'New Kids On the Block', 'song': 'White Christmas', 'genre': 'Holiday', 'alternative_artist': 'New Kids on the Block', 'add_to_final_records': True}
{'artist': 'New Kids On the Block', 'song': "I'll Be Missin You Come Christmas (A Letter to Santa)", 'genre': 'Holiday', 'alternative_artist': 'New Kids on the Block', 'add_to_final_records': True}
{'artist': 'New Kids On the Block', 'song': 'Little Drummer Boy', 'genre': 'Holiday', 'alternative_artist': 'New Kids on the Block', 'add_to_final_records': True}
{'artist': 'New Kids On the Block', 'song': 'The Christmas Song (Chestnuts Roasting on an Open Fire)', 'genre': 'Holiday', 'alternative_artist': 'New Kids on the Block', 'add_to_final_records': True}
{'artist': 'Daniel Powter', 'song': 'Happy Xmas (War Is Over)', 'genre': 'Holiday', 'alternative_artist': 'Daniel Powter', 'add_to_final_records': True}
{'artist': 'Rhonda Vincent', 'song': 'Twelve Days of Christmas', 'genre': 'Holiday', 'alternative_artist': 'Rhonda Vincent', 'add_to_final_records': True}
{'artist': 'Rhonda Vincent', 'song': 'Beautiful Star of Bethlehem', 'genre': 'Holiday', 'alternative_artist': 'Rhonda Vincent', 'add_to_final_records': True}
{'artist': 'Rhonda Vincent', 'song': "Christmas Time's a Comin'", 'genre': 'Holiday', 'alternative_artist': 'Rhonda Vincent', 'add_to_final_records': True}
{'artist': 'Rhonda Vincent', 'song': "Rockin' Around the Christmas Tree", 'genre': 'Holiday', 'alternative_artist': 'Rhonda Vincent', 'add_to_final_records': True}
{'artist': 'Rhonda Vincent', 'song': 'Let It Snow', 'genre': 'Holiday', 'alternative_artist': 'Rhonda Vincent', 'add_to_final_records': True}
{'artist': 'Rhonda Vincent', 'song': 'Away In a Manger', 'genre': 'Holiday', 'alternative_artist': 'Rhonda Vincent', 'add_to_final_records': True}
{'artist': 'Rhonda Vincent', 'song': 'The Christmas Song', 'genre': 'Holiday', 'alternative_artist': 'Rhonda Vincent', 'add_to_final_records': True}
{'artist': 'Rhonda Vincent', 'song': 'Silent Night', 'genre': 'Holiday', 'alternative_artist': 'Rhonda Vincent', 'add_to_final_records': True}
{'artist': 'Rhonda Vincent', 'song': 'Winter Wonderland', 'genre': 'Holiday', 'alternative_artist': 'Rhonda Vincent', 'add_to_final_records': True}
{'artist': 'Rhonda Vincent', 'song': 'Oh Christmas Tree', 'genre': 'Holiday', 'alternative_artist': 'Rhonda Vincent', 'add_to_final_records': True}
{'artist': 'Rhonda Vincent', 'song': 'Jingle Bells', 'genre': 'Holiday', 'alternative_artist': 'Rhonda Vincent', 'add_to_final_records': True}
{'artist': 'Rhonda Vincent', 'song': 'Christmas Time At Home', 'genre': 'Holiday', 'alternative_artist': 'Rhonda Vincent', 'add_to_final_records': True}
{'artist': 'Rhonda Vincent', 'song': "Christmas Time's a Coming", 'genre': 'Holiday', 'alternative_artist': 'Rhonda Vincent', 'add_to_final_records': True}
{'artist': 'Rhonda Vincent', 'song': 'O Christmas Tree', 'genre': 'Holiday', 'alternative_artist': 'Rhonda Vincent', 'add_to_final_records': True}
{'artist': 'Will Turpin', 'song': 'What Child Is This?', 'genre': 'Holiday', 'alternative_artist': 'Collective Soul', 'add_to_final_records': True}
{'artist': 'Tracy Chapman', 'song': 'O Holy Night', 'genre': 'Holiday', 'alternative_artist': 'Tracy Chapman', 'add_to_final_records': True}
{'artist': 'The Broadway Cast Of "Rent"', 'song': 'What Child Is This? (feat. Michael MC Elroy, Yassmin Alers, Tracy Nicole Chapman, Maya Days, Aisha De Haas, Robert Fowler, Karen Olivo, Destan Owens, John Eric Parker, Jai Rodriguez, Shayna Steele & Dennis Stowe)', 'genre': 'Holiday', 'alternative_artist': 'Tracy Chapman', 'add_to_final_records': True}
{'artist': 'Barry Manilow', 'song': "Silent Night / I Guess There Ain't No Santa Claus", 'genre': 'Holiday', 'alternative_artist': 'Nino Man', 'add_to_final_records': True}
{'artist': 'Barry Manilow', 'song': "(There's No Place Like) Home for the Holidays", 'genre': 'Holiday', 'alternative_artist': 'Nino Man', 'add_to_final_records': True}
{'artist': 'Hank Snow', 'song': 'Rudolph the Red-Nosed Reindeer', 'genre': 'Holiday', 'alternative_artist': 'Hank Snow', 'add_to_final_records': True}
{'artist': 'Anna Wilson', 'song': 'Light Me Up (feat. Chuck Wicks)', 'genre': 'Holiday', 'alternative_artist': 'Chuck Wicks', 'add_to_final_records': True}
{'artist': 'Kevin Kitto Singers', 'song': 'Rudolf The Red Nosed Reindeer', 'genre': 'Holiday', 'alternative_artist': 'Kevin Rudolf', 'add_to_final_records': True}
{'artist': 'Patti Smith', 'song': 'We Three Kings', 'genre': 'Holiday', 'alternative_artist': 'Patti Smith', 'add_to_final_records': True}
{'artist': 'Sia', 'song': "Santa's Coming For Us", 'genre': 'Holiday', 'alternative_artist': 'Sia', 'add_to_final_records': True}
{'artist': 'Sia', 'song': 'Snowman', 'genre': 'Holiday', 'alternative_artist': 'Sia', 'add_to_final_records': True}
{'artist': 'Sia', 'song': 'Candy Cane Lane', 'genre': 'Holiday', 'alternative_artist': 'Sia', 'add_to_final_records': True}
{'artist': 'Sia', 'song': 'Ho Ho Ho', 'genre': 'Holiday', 'alternative_artist': 'Sia', 'add_to_final_records': True}
{'artist': 'Sia', 'song': 'Everyday Is Christmas', 'genre': 'Holiday', 'alternative_artist': 'Sia', 'add_to_final_records': True}
{'artist': 'Sia', 'song': 'Puppies Are Forever', 'genre': 'Holiday', 'alternative_artist': 'Sia', 'add_to_final_records': True}
{'artist': 'Sia', 'song': 'Snowflake', 'genre': 'Holiday', 'alternative_artist': 'Sia', 'add_to_final_records': True}
{'artist': 'Sia', 'song': 'Underneath the Mistletoe', 'genre': 'Holiday', 'alternative_artist': 'Sia', 'add_to_final_records': True}
{'artist': 'Sia', 'song': 'Sunshine', 'genre': 'Holiday', 'alternative_artist': 'Sia', 'add_to_final_records': True}
{'artist': 'Sia', 'song': 'Underneath the Christmas Lights', 'genre': 'Holiday', 'alternative_artist': 'Sia', 'add_to_final_records': True}
{'artist': 'Sia', 'song': 'Round and Round', 'genre': 'Holiday', 'alternative_artist': 'Sia', 'add_to_final_records': True}
{'artist': 'Sia', 'song': 'Sing For My Life', 'genre': 'Holiday', 'alternative_artist': 'Sia', 'add_to_final_records': True}
{'artist': 'Sia', 'song': 'My Old Santa Claus', 'genre': 'Holiday', 'alternative_artist': 'Sia', 'add_to_final_records': True}
{'artist': 'Chely Wright', 'song': 'Let It Snow! Let It Snow! Let It Snow!', 'genre': 'Holiday', 'alternative_artist': 'Chely Wright', 'add_to_final_records': True}
{'artist': 'Wilson Phillips', 'song': 'Sleigh Ride', 'genre': 'Holiday', 'alternative_artist': 'Wilson Phillips', 'add_to_final_records': True}
{'artist': 'Wilson Phillips', 'song': 'Silent Night', 'genre': 'Holiday', 'alternative_artist': 'Wilson Phillips', 'add_to_final_records': True}
{'artist': 'Wilson Phillips', 'song': 'I Wish It Could Be Christmas Every Day', 'genre': 'Holiday', 'alternative_artist': 'Wilson Phillips', 'add_to_final_records': True}
{'artist': 'Wilson Phillips', 'song': 'Joy', 'genre': 'Holiday', 'alternative_artist': 'Wilson Phillips', 'add_to_final_records': True}
{'artist': 'Wilson Phillips', 'song': 'Silver Bells', 'genre': 'Holiday', 'alternative_artist': 'Wilson Phillips', 'add_to_final_records': True}
{'artist': 'Wilson Phillips', 'song': 'Winter Wonderland', 'genre': 'Holiday', 'alternative_artist': 'Wilson Phillips', 'add_to_final_records': True}
{'artist': 'Wilson Phillips', 'song': 'Santa Claus Is Coming to Town', 'genre': 'Holiday', 'alternative_artist': 'Wilson Phillips', 'add_to_final_records': True}
{'artist': 'Wilson Phillips', 'song': 'Little Drummer Boy', 'genre': 'Holiday', 'alternative_artist': 'Wilson Phillips', 'add_to_final_records': True}
{'artist': 'Wilson Phillips', 'song': "Warm Lovin' Christmastime", 'genre': 'Holiday', 'alternative_artist': 'Wilson Phillips', 'add_to_final_records': True}
{'artist': 'Wilson Phillips', 'song': 'The Christmas Song', 'genre': 'Holiday', 'alternative_artist': 'Wilson Phillips', 'add_to_final_records': True}
{'artist': 'Wilson Phillips', 'song': 'Our Prayer', 'genre': 'Holiday', 'alternative_artist': 'Wilson Phillips', 'add_to_final_records': True}
{'artist': 'Wilson Phillips', 'song': 'When a Child Is Born', 'genre': 'Holiday', 'alternative_artist': 'Wilson Phillips', 'add_to_final_records': True}
{'artist': 'Wilson Phillips', 'song': 'Christmastime', 'genre': 'Holiday', 'alternative_artist': 'Wilson Phillips', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Mary, Did You Know?', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Little Drummer Boy', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Carol of the Bells', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'God Rest Ye Merry Gentlemen', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'White Winter Hymnal', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Silent Night', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Dance of the Sugar Plum Fairy', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': "That's Christmas To Me", 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': "Winter Wonderland / Don't Worry Be Happy (feat. Tori Kelly)", 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'O Come, All Ye Faithful', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Hark! The Herald Angels Sing', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'O Holy Night', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Sleigh Ride', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Joy to the World', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Santa Claus Is Coming To Town', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Up On the Housetop', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': "I'll Be Home For Christmas", 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Merry Christmas, Happy Holidays', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'The Christmas Sing-Along', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': "It's the Most Wonderful Time of the Year", 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Good to Be Bad', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'White Christmas (feat. The Manhattan Transfer)', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Coldest Winter', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Coventry Carol', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'O Come, O Come Emmanuel', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix & Maren Morris', 'song': 'When You Believe (with Maren Morris)', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Go Tell It On the Mountain', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Angels We Have Heard on High', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': "Rockin' Around the Christmas Tree", 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'This Christmas', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'The Christmas Song (Chestnuts Roasting on an Open Fire)', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Have Yourself a Merry Little Christmas', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'The First Noel', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'How Great Thou Art (feat. Jennifer Hudson)', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Just for Now', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': "That's Christmas to Me", 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Away In a Manger', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Grown-Up Christmas List (feat. Kelly Clarkson)', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Deck the Halls', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Good To Be Bad', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Jingle Bells (with Orchestra)', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Let It Snow! Let It Snow! Let It Snow!', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Santa Claus is Coming to Town', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Here Comes Santa Claus', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Waltz of the Flowers', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'What Christmas Means to Me', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': "It's Beginning to Look a Lot Like Christmas", 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Let It Go', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Sweater Weather', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Where Are You Christmas?', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Greensleeves (Interlude)', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Making Christmas', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'We Three Kings', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Committed, N.O.T.A. & Pentatonix', 'song': 'Christmas (Baby Please Come Home)', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Pentatonix', 'song': 'Mistletoe', 'genre': 'Holiday', 'alternative_artist': 'Pentatonix', 'add_to_final_records': True}
{'artist': 'Dan + Shay', 'song': 'Have Yourself a Merry Little Christmas', 'genre': 'Holiday', 'alternative_artist': 'Dan + Shay', 'add_to_final_records': True}
{'artist': 'Jo Dee Messina', 'song': 'Let It Snow! Let It Snow! Let It Snow!', 'genre': 'Holiday', 'alternative_artist': 'Jo Dee Messina', 'add_to_final_records': True}
{'artist': 'Jo Dee Messina', 'song': 'A Joyful Noise', 'genre': 'Holiday', 'alternative_artist': 'Jo Dee Messina', 'add_to_final_records': True}
{'artist': 'Jo Dee Messina', 'song': "I'll Be Home for Christmas", 'genre': 'Holiday', 'alternative_artist': 'Jo Dee Messina', 'add_to_final_records': True}
{'artist': 'Jo Dee Messina', 'song': 'Keep the Faith', 'genre': 'Holiday', 'alternative_artist': 'Jo Dee Messina', 'add_to_final_records': True}
{'artist': 'Jo Dee Messina', 'song': 'O Holy Night', 'genre': 'Holiday', 'alternative_artist': 'Jo Dee Messina', 'add_to_final_records': True}
{'artist': 'Jo Dee Messina', 'song': 'Have Yourself a Merry Little Christmas', 'genre': 'Holiday', 'alternative_artist': 'Jo Dee Messina', 'add_to_final_records': True}
{'artist': 'Jo Dee Messina', 'song': 'Silver Bells', 'genre': 'Holiday', 'alternative_artist': 'Jo Dee Messina', 'add_to_final_records': True}
{'artist': 'Jo Dee Messina', 'song': 'Silent Night', 'genre': 'Holiday', 'alternative_artist': 'Jo Dee Messina', 'add_to_final_records': True}
{'artist': 'Jo Dee Messina', 'song': 'What Child Is This?', 'genre': 'Holiday', 'alternative_artist': 'Jo Dee Messina', 'add_to_final_records': True}
{'artist': 'Jo Dee Messina', 'song': 'Sleigh Ride', 'genre': 'Holiday', 'alternative_artist': 'Jo Dee Messina', 'add_to_final_records': True}
{'artist': 'Jo Dee Messina', 'song': 'The Christmas Song', 'genre': 'Holiday', 'alternative_artist': 'Jo Dee Messina', 'add_to_final_records': True}
{'artist': 'Jo Dee Messina', 'song': 'Winter Wonderland', 'genre': 'Holiday', 'alternative_artist': 'Jo Dee Messina', 'add_to_final_records': True}
{'artist': 'Elvis Presley & LeAnn Rimes', 'song': 'Here Comes Santa Claus (Right Down Santa Claus Lane) [Duet With LeAnn Rimes]', 'genre': 'Holiday', 'alternative_artist': 'LeAnn Rimes', 'add_to_final_records': True}
{'artist': 'LeAnn Rimes', 'song': 'Put A Little Holiday In Your Heart', 'genre': 'Holiday', 'alternative_artist': 'LeAnn Rimes', 'add_to_final_records': True}
{'artist': 'LeAnn Rimes', 'song': 'Put a Little Holiday In Your Heart', 'genre': 'Holiday', 'alternative_artist': 'LeAnn Rimes', 'add_to_final_records': True}
{'artist': 'LeAnn Rimes', 'song': 'Celebrate Me Home (feat. Gavin DeGraw)', 'genre': 'Holiday', 'alternative_artist': 'LeAnn Rimes', 'add_to_final_records': True}
{'artist': 'LeAnn Rimes', 'song': 'Today Is Christmas (Holiday Theme for NBC\'s "TODAY")', 'genre': 'Holiday', 'alternative_artist': 'LeAnn Rimes', 'add_to_final_records': True}
{'artist': 'LeAnn Rimes', 'song': 'Joy: God Rest Ye Merry Gentleman / Angels We Have Heard on High / Hark the Herald Angels Sing', 'genre': 'Holiday', 'alternative_artist': 'LeAnn Rimes', 'add_to_final_records': True}
{'artist': 'The Ready Set', 'song': 'Wishlist', 'genre': 'Holiday', 'alternative_artist': 'The Ready Set', 'add_to_final_records': True}
{'artist': 'The Ready Set', 'song': 'Wonderful Christmastime', 'genre': 'Holiday', 'alternative_artist': 'The Ready Set', 'add_to_final_records': True}
{'artist': 'The Ready Set', 'song': "I Don't Wanna Spend Another Christmas Without You", 'genre': 'Holiday', 'alternative_artist': 'The Ready Set', 'add_to_final_records': True}
{'artist': 'Echosmith', 'song': 'I Heard the Bells on Christmas Day', 'genre': 'Holiday', 'alternative_artist': 'The Ready Set', 'add_to_final_records': True}
{'artist': 'Echosmith', 'song': 'Happy Xmas (War Is Over) [feat. Hunter Hayes]', 'genre': 'Holiday', 'alternative_artist': 'The Ready Set', 'add_to_final_records': True}
{'artist': 'Echosmith', 'song': "Baby Don't Leave Me (All Alone on Christmas)", 'genre': 'Holiday', 'alternative_artist': 'The Ready Set', 'add_to_final_records': True}
{'artist': 'Floyd Cramer', 'song': 'Silent Night / Away In the Manger / It Came Upon a Midnight Clear / The First Noel', 'genre': 'Holiday', 'alternative_artist': 'Floyd Cramer', 'add_to_final_records': True}
{'artist': 'Floyd Cramer', 'song': 'Up On the Housetop / Jingle Bells', 'genre': 'Holiday', 'alternative_artist': 'Floyd Cramer', 'add_to_final_records': True}
{'artist': 'Floyd Cramer', 'song': "I'll Be Home for Christmas", 'genre': 'Holiday', 'alternative_artist': 'Floyd Cramer', 'add_to_final_records': True}
{'artist': 'Floyd Cramer', 'song': 'Silver Bells / Winter Wonderland', 'genre': 'Holiday', 'alternative_artist': 'Floyd Cramer', 'add_to_final_records': True}
{'artist': 'Floyd Cramer', 'song': "Here Comes Santa Claus / Santa Claus Is Comin' to Town / Rudolph the Re-Nose Reindeer / Frosty the Snowman", 'genre': 'Holiday', 'alternative_artist': 'Floyd Cramer', 'add_to_final_records': True}
{'artist': 'Floyd Cramer', 'song': 'Deck the Halls / O Come, All Ye Faithful / The Little Drummer Boy', 'genre': 'Holiday', 'alternative_artist': 'Floyd Cramer', 'add_to_final_records': True}
{'artist': 'Floyd Cramer', 'song': 'The Christmas Song (Chestnuts Roasting On an Open Fire) / Have Yourself a Merry Little Christmas / White Christmas', 'genre': 'Holiday', 'alternative_artist': 'Floyd Cramer', 'add_to_final_records': True}
{'artist': 'Floyd Cramer', 'song': 'Joy to the World / O Little Town of Bethlehem / Hark! The Herald Angels Sing', 'genre': 'Holiday', 'alternative_artist': 'Floyd Cramer', 'add_to_final_records': True}
{'artist': 'Floyd Cramer', 'song': 'Medley (Silent Night / Away In a Manger / It Came Upon a Midnight Clear / The First Noel)', 'genre': 'Holiday', 'alternative_artist': 'Floyd Cramer', 'add_to_final_records': True}
{'artist': 'Floyd Cramer', 'song': 'Medley: Silver Bells / Winter Wonderland / Up On the House Top / Jingle Bells', 'genre': 'Holiday', 'alternative_artist': 'Floyd Cramer', 'add_to_final_records': True}
{'artist': 'Mark Wills', 'song': 'New Star Shining', 'genre': 'Holiday', 'alternative_artist': 'Mark Wills', 'add_to_final_records': True}
{'artist': 'Spice Girls', 'song': 'Sleigh Ride', 'genre': 'Holiday', 'alternative_artist': 'Spice Girls', 'add_to_final_records': True}
{'artist': 'Sarah McLachlan', 'song': 'O Little Town of Bethlehem', 'genre': 'Holiday', 'alternative_artist': 'O-Town', 'add_to_final_records': True}
{'artist': 'Mariah Carey', 'song': 'O Little Town of Bethlehem / Little Drummer Boy (Medley)', 'genre': 'Holiday', 'alternative_artist': 'O-Town', 'add_to_final_records': True}
{'artist': 'Elvis Presley', 'song': 'Santa Claus Is Back In Town', 'genre': 'Holiday', 'alternative_artist': 'O-Town', 'add_to_final_records': True}
{'artist': 'Michael W. Smith', 'song': 'Silent Night (feat. Little Big Town)', 'genre': 'Holiday', 'alternative_artist': 'O-Town', 'add_to_final_records': True}
